Nome;Tipo;Nome UTM;Link;Filtros;Texto Legal;;;;;;;;;;;;;;;;;;;;;;;
Segmentada Penelope Cheirosa;;segmentadapenelope;www.natura.com.br/c/exclusivo6;;"*Promoção "" ou enquanto durarem os estoques. Aplicável apenas para clientes selecionados e produtos desta página. Limitado a 1.000 utilizações. A seleção de produtos pode variar durante o período da promoção";;;;;;;;;;;;;;;;;;;;;;;
Segmentada JLO;;segmentadajlo;www.natura.com.br/c/exclusivo7;;"*Promoção "" ou enquanto durarem os estoques. Aplicável apenas para clientes selecionados e produtos desta página. Limitado a 1.000 utilizações. A seleção de produtos pode variar durante o período da promoção";;;;;;;;;;;;;;;;;;;;;;;
Segmentada Glitter;;segmentadaglitter;www.natura.com.br/c/exclusivo4;;"*Promoção ""ou enquanto durarem os estoques. Aplicável apenas para clientes selecionados e produtos desta página. Limitado a 1.000 utilizações. A seleção de produtos pode variar durante o período da promoção";;;;;;;;;;;;;;;;;;;;;;;
Segmentada Arroz de Festa;;segarrozdefesta;www.natura.com.br/c/selecao-19;;"*Promoção "" ou enquanto durarem os estoques. Aplicável apenas para clientes selecionados e produtos desta página.";;;;;;;;;;;;;;;;;;;;;;;
Segmentada Lojinha;;seglojinha;www.natura.com.br/c/selecao-20;;"*Promoção ""  ou enquanto durarem os estoques. Aplicável apenas para clientes selecionados e produtos desta página.";;;;;;;;;;;;;;;;;;;;;;;
Leve mais, pague menos;;levemaispaguemenos;www.natura.com.br/c/leve-mais-pague-menos;;"*Promoção ""Leve Mais, Pague Menos"" válida por tempo limitado ou enquanto durarem os estoques. para aplicar o desconto, adicione o produto no carrinho, exceto kits que já estão com desconto aplicados.";;;;;;;;;;;;;;;;;;;;;;;
Promo Semana de Ofertas;;promosemana;www.natura.com.br/c/promo-da-semana;;*Promoção válida por tempo limitado ou enquanto durarem os estoques. A seleção de produtos pode variar durante o período da promoção.;;;;;;;;;;;;;;;;;;;;;;;
Selecao por ate 29,90;;selecaoporate29;www.natura.com.br/c/especial-6;;;;;;;;;;;;;;;;;;;;;;;;;
Corpo com até 45%off;;corpocomate45;www.natura.com.br/c/especial-7;;;;;;;;;;;;;;;;;;;;;;;;;
Lançamentos;;lancamentos;www.natura.com.br/c/tudo-em-lancamentos;;;;;;;;;;;;;;;;;;;;;;;;;
Mais vendidos;;maisvendidos;www.natura.com.br/c/mais-vendidos;;;;;;;;;;;;;;;;;;;;;;;;;
Frete Grátis;;fretegratisapartir;www.natura.com.br;;;;;;;;;;;;;;;;;;;;;;;;;
entrega segura;;entregasegura;www.natura.com.br;;;;;;;;;;;;;;;;;;;;;;;;;
Itens femininos no outlet;;outletfeminino;www.natura.com.br/c/outlet;"recommended_for=%5B""<p>Feminino<%2Fp>%5Cn""%5D";;;;;;;;;;;;;;;;;;;;;;;;
Presentes femininos;;presentesfemininos;www.natura.com.br/c/presentes/presentes-femininos;;;;;;;;;;;;;;;;;;;;;;;;;
Refis Deo corporais;;refisdedeocorporais;www.natura.com.br/c/gerais/meuheroi;;;;;;;;;;;;;;;;;;;;;;;;;
Favoritos;;favoritos;www.natura.com.br/c/favoritos;;;;;;;;;;;;;;;;;;;;;;;;;
CDV - Reativar;;reativar;www.natura.com.br/c/gerais/ESPECIALH;;"*Promoção ""Ganhe 35%OFF na seleção de produtos"" válida até 31/07/2020 ou enquanto durarem os estoques. Aplicável apenas para clientes e produtos selecionados. Limitado a 1.000 utilizações. Exceto Presentes, Outlet, e Crer Para Ver.";;;;;;;;;;;;;;;;;;;;;;;
CDV - Impulsionar;;impulsionar;www.natura.com.br/c/gerais/selecao-3;;"*Promoção ""Seleção de produtos por R$59,00"" válida até 31/07/2020 ou enquanto durarem os estoques. Aplicável apenas para clientes e produtos selecionados.";;;;;;;;;;;;;;;;;;;;;;;
CDV- impulsionar- Homem;;impulsionarH;www.natura.com.br/c/selecao-especial;;"*Promoção ""Seleção de produtos por R$59,00"" válida até 31/07/2020 ou enquanto durarem os estoques. Aplicável apenas para clientes e produtos selecionados.";;;;;;;;;;;;;;;;;;;;;;;
CDV-reativar- Homem;;reativarH;www.natura.com.br/c/exclusivo12;;"*Promoção ""Ganhe 35%OFF na seleção de produtos"" válida até 31/07/2020 ou enquanto durarem os estoques. Aplicável apenas para clientes e produtos selecionados. Limitado a 1.000 utilizações. Exceto Presentes, Outlet, e Crer Para Ver.";;;;;;;;;;;;;;;;;;;;;;;
Perfumaria Masculina Descontos;CCG8 e CJB10;perfumariamasculinadescontos;www.natura.com.br/c/selecao-10;;;;;;;;;;;;;;;;;;;;;;;;;
Monte seu presente;;monteseupresente;www.natura.com.br/c/monte-seu-presente;;"*Promoção ""Monte seu presente"" válida por tempo limitado ou enquanto durarem os estoques. A seleção de produtos pode alterar durante o período da promoção.";;;;;;;;;;;;;;;;;;;;;;;
Hidratante de mãos;;hidratantedemaos;www.natura.com.br/c/cuidado-em-casa;;;;;;;;;;;;;;;;;;;;;;;;;
Produtos veganos;;produtosveganos;www.natura.com.br/c/veganos;;;;;;;;;;;;;;;;;;;;;;;;;
Deo Corporal;;deocorporal;www.natura.com.br/c/gerais/selecao-5;;;;;;;;;;;;;;;;;;;;;;;;;
Última chance;;ultimachance;www.natura.com.br/c/ultima-chance;;"*Promoção ""Última chance"" é válida até 26/05/2021 ou enquanto durarem os estoques.";;;;;;;;;;;;;;;;;;;;;;;
48 horas de promo;;48horas;www.natura.com.br/c/48-horas?;;;;;;;;;;;;;;;;;;;;;;;;;
Amostra;30/09;amostra ;www.natura.com.br/c/gerais/especial-para-voce?;;*Promoção válida até 05/10/2021 ou enquanto durarem os estoques. Frete grátis acima de R$99, exceto entrega expressa. Amostras nas compras acima de R$139, exceto em itens Crer para Ver.;;;;;;;;;;;;;;;;;;;;;;;
Dia das Crianças;;diadascrianças;www.natura.com.br/c/promocao-especial?;;;;;;;;;;;;;;;;;;;;;;;;;
Até 50%OFF;30/09;ofertasate50off;"www.natura.com.br/c/gerais/promocao-exclusiva
";;*Promoção válida até 31/10/2021 ou enquanto durarem os estoques. A seleção de produtos pode alterar durante o períoda da promoção.;;;;;;;;;;;;;;;;;;;;;;;
Progressivo;30/09;progressivo;www.natura.com.br/c/gerais/promocao-da-semana;;*Promoção válida até 31/10/2021 ou enquanto durare os estoques. A seleção de produtos pode alterar durante o períoda da promoção. O desconto será aplicado diretamente no carrinho.;;;;;;;;;;;;;;;;;;;;;;;
Kaiak25anos;;kaiak25anos;www.kaiak25anos.com.br;;*O Sorteio será realizado em 17/11/2021. Aguarde a divulgação dos premiados até 01/12/2021.;;;;;;;;;;;;;;;;;;;;;;;
Frete Grátis - Semana;até 02/05;fretegratis;www.natura.com.br/c/especial-frete?;;;;;;;;;;;;;;;;;;;;;;;;;
Presentes Pais;;presentespais;www.natura.com.br/dia-dos-pais;;;;;;;;;;;;;;;;;;;;;;;;;
Outono e Inverno;perene;outonoinverno;www.natura.com.br/c/especial-8;;*Promoção válida por tempo limitado ou enquanto durarem os estoques. A seleção de produtos pode variar durante o período da promoção.;;;;;;;;;;;;;;;;;;;;;;;
Fragrâncias de Sucesso;;campanhaperfumaria;www.natura.com.br/c/especial-perfumaria;;;;;;;;;;;;;;;;;;;;;;;;;
Primavera Verão;perene;primaveraverao;www.natura.com.br/c/exclusivo4;;;;;;;;;;;;;;;;;;;;;;;;;
Fim de Semana Beleza;;campanhabeleza;www.natura.com.br/c/fim-de-semana-da-beleza;;;;;;;;;;;;;;;;;;;;;;;;;
Kits Cuidados Diários ;;kitscuidados;www.natura.com.br/c/kits-cuidados-diarios;;;;;;;;;;;;;;;;;;;;;;;;;
Campanha Detox;;detox;www.natura.com.br/c/tudo-em-rosto;;;;;;;;;;;;;;;;;;;;;;;;;
Promo relâmpago;;promorelampago;www.natura.com.br/c/gerais/beneficio-natura;;*Promoção válida por tempo limitado ou enquanto durarem os estoques. O produto pode variar durante o período da promoção.;;;;;;;;;;;;;;;;;;;;;;;
Sugestao de presente;;sugestaodepresente;www.natura.com.br/c/sugestoes-de-presentes;;;;;;;;;;;;;;;;;;;;;;;;;
Presentesmasculinos;;presentesmasculinos;www.natura.com.br/c/presentes/presentes-masculinos;;;;;;;;;;;;;;;;;;;;;;;;;
Pra usar e abusar;;useeabuse;www.natura.com.br/c/gerais/promoexclusiva;;;;;;;;;;;;;;;;;;;;;;;;;
Movimento Verão;;movimentoverao;www.natura.com.br/c/verao;;;;;;;;;;;;;;;;;;;;;;;;;
Segunda Refil;perene;segundarefil;www.natura.com.br/c/especial-9;;*Promoção válida por tempo limitado ou enquanto durarem os estoques. A seleção de produtos pode variar durante o período da promoção.;;;;;;;;;;;;;;;;;;;;;;;
Happy Weekend;perene;happyweekend;www.natura.com.br/c/selecao-13;;*Promoção válida por tempo limitado ou enquanto durarem os estoques. A seleção de produtos pode variar durante o período da promoção.;;;;;;;;;;;;;;;;;;;;;;;
Singu;;parceirosingu;www.natura.com.br/parceiros/singu;;*Promoção válida por tempo limitado ou enquanto durarem os estoques. A seleção de produtos pode variar durante o período da promoção.;;;;;;;;;;;;;;;;;;;;;;;
Presenteie com natura;;presentei;www.natura.com.br/c/presenteie-com-natura?;;;;;;;;;;;;;;;;;;;;;;;;;
Ação CeA;;ceaenatura;appcea.onelink.me/2RmC/CEAeNATURA;;;;;;;;;;;;;;;;;;;;;;;;;
Blog nova era letrux;blog;blognovaeraletrux;www.natura.com.br/blog/mais-natura/a-nova-era-de-letrux;;;;;;;;;;;;;;;;;;;;;;;;;
Blog como saber bebe com frio;blog;blogbebecomfrio;www.natura.com.br/blog/familia/como-saber-se-o-bebe-esta-com-frio;;;;;;;;;;;;;;;;;;;;;;;;;
Blog coronavirus veja 6 atitudes simples para ajudar quem precisa;blog;blogcoronavirusajudar;www.natura.com.br/blog/cuidar-da-rede-de-relacoes/novo-coronavirus-veja-6-atitudes-simples-para-ajudar-a-quem-precisa;;;;;;;;;;;;;;;;;;;;;;;;;
Blog cabelo platinado;blog;blogcabeloplatinado;www.natura.com.br/blog/cabelo/cabelo-platinado-veja-os-cuidados-para-manter-a-saude-dos-fios;;;;;;;;;;;;;;;;;;;;;;;;;
Blog creme para área dos olhos;blog;blogcremeparaolhos;www.natura.com.br/blog/pele/creme-para-area-dos-olhos-como-cuidar-dessa-regiao-do-rosto;;;;;;;;;;;;;;;;;;;;;;;;;
Blog como hidratar o cabelo masculino;blog;blogcomohidratarocabelomasculino;www.natura.com.br/blog/homem/como-hidratar-o-cabelo-masculino;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Hidratante e fragrancia;blog;bloghidratanteefragrancia;www.natura.com.br/blog/perfumaria/hidratante-e-fragrancia-escolha-a-dupla-perfeita-para-sua-pele;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Antioxidante saiba o que é e quais os beneficios para a pele;blog;blogbeneficiosparaapele;www.natura.com.br/blog/pele/antioxidante-saiba-o-que-e-e-quais-os-beneficios-para-a-pele;;;;;;;;;;;;;;;;;;;;;;;;;
Blog: SPA EM CASA: HIDRATE AS MÃOS E RELAXE COM ESTE RITUAL;blog;blogspaemcasa;www.natura.com.br/blog/saude-e-bem-estar/spa-em-casa-hidrate-as-maos-e-relaxe-com-este-ritual;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Acne: o que é mito e o que é verdade;blog;blogacneoqueemito;www.natura.com.br/blog/pele/acne-o-que-e-mito-e-o-que-e-verdade-no-tratamento-contra-a-espinha;;;;;;;;;;;;;;;;;;;;;;;;;
Blog isoladas sim sozinhas nunca;blog;blogsozinhasnunca;www.natura.com.br/isoladas-sim-sozinhas-nao;;;;;;;;;;;;;;;;;;;;;;;;;
Blog malhar em casa;blog;blogmalharemcasa;www.natura.com.br/blog/saude-e-bem-estar/malhar-em-casa-da-certo-veja-dicas-para-sair-do-sofa;;;;;;;;;;;;;;;;;;;;;;;;;
Como combater a insonia;blog;blogcomocombaterainsonia;www.natura.com.br/blog/saude-e-bem-estar/como-combater-a-insonia-faca-da-meditacao-sua-aliada;;;;;;;;;;;;;;;;;;;;;;;;;
Presentes Personalizaveis;blog;blogpresentespersonalizaveis;www.natura.com.br/blog/pele/presentes-personalizaveis-o-seu-toque-faz-a-diferenca;;;;;;;;;;;;;;;;;;;;;;;;;
Dia das mães mesmo de longe;blog;blogdiadasmaes;www.natura.com.br/blog/mais-natura/dia-das-maes-mesmo-longe-voce-pode-estar-perto-na-data;;;;;;;;;;;;;;;;;;;;;;;;;
Presentes lancamentos;blog;blogpresenteslancamentos;www.natura.com.br/blog/mais-natura/presentes-lancamentos-e-opcoes-exclusivas-em-perfumaria-para-quem-e-especial;;;;;;;;;;;;;;;;;;;;;;;;;
Presentes para diferentes estilos;blog;blogpresentesparadiferentesestilos;www.natura.com.br/blog/perfumaria/presentes-para-diferentes-estilos-sofisticada-moderna-ou-pratica;;;;;;;;;;;;;;;;;;;;;;;;;
Massagem facial aprenda como fazer;blog;blogmassagemfacial;www.natura.com.br/blog/saude-e-bem-estar/massagem-facial-aprenda-como-fazer-e-conheca-os-beneficios;;;;;;;;;;;;;;;;;;;;;;;;;
Presentes a partir de R$20,90;blog;blogpresentesapartir;www.natura.com.br/blog/perfumaria/presentes-a-partir-de-r-20-90-veja-opcoes-por-faixa-de-preco;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Presente para cada estilo de mãe;blog;blogpresenteparacadamae;www.natura.com.br/blog/mais-natura/presentes-para-cada-estilo-de-mae;;;;;;;;;;;;;;;;;;;;;;;;;
Blog meditacao aplicativo;blog;blogmeditacaoapp;www.natura.com.br/blog/mais-natura/meditacao-natura-conheca-nosso-aplicativo-para-meditar-a-qualquer-hora;;;;;;;;;;;;;;;;;;;;;;;;;
Novo coronavirus como lidar com a ansiedade na pandemia;blog;blogcomolidarcomaansiedade;www.natura.com.br/blog/saude-e-bem-estar/novo-coronavirus-como-lidar-com-a-ansiedade-na-pandemia;;;;;;;;;;;;;;;;;;;;;;;;;
Presentes Veganos;blog;blogpresentesveganos;www.natura.com.br/blog/mais-natura/presentes-veganos-escolhas-conscientes-com-afeto;;;;;;;;;;;;;;;;;;;;;;;;;
Ekos ativos;blog;blogekosativos;www.natura.com.br/blog/sustentabilidade/natura-ekos-conheca-os-ativos-de-cada-hidratante;;;;;;;;;;;;;;;;;;;;;;;;;
Cuidar da rede de relações;blog;blogcuidardaredederelações;www.natura.com.br/blog/cuidar-da-rede-de-relacoes/violencia-domestica-como-denunciar;;;;;;;;;;;;;;;;;;;;;;;;;
Como escolher maquiagem de presente;blog;blogcomoescolhermaquiagemdepresente;www.natura.com.br/blog/maquiagem/como-escolher-maquiagem-de-presente;;;;;;;;;;;;;;;;;;;;;;;;;
Lápis de olho vejas dicas;blog;bloglapisdeolhovejadicas;www.natura.com.br/blog/maquiagem/lapis-de-olho-veja-dicas-de-aplicacao-e-truques-para-transformar-o-olhar;;;;;;;;;;;;;;;;;;;;;;;;;
Rotina com a pele;blog;blogrotinacomapele;www.natura.com.br/blog/pele/entenda-a-importancia-de-uma-rotina-de-cuidados-com-a-pele;;;;;;;;;;;;;;;;;;;;;;;;;
Consultora de beleza Natura;blog;blogconsultoradebelezanatura;www.natura.com.br/blog/incentivar-a-circulacao-da-economia/consultora-de-beleza-natura-sabia-que-da-para-comprar-on-line-com-a-sua;;;;;;;;;;;;;;;;;;;;;;;;;
Higenização das mãos;blog;bloghigenizacaodasmaos;www.natura.com.br/blog/saude-e-bem-estar/higienizacao-das-maos-com-alcool-gel-8-mitos-e-verdades;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Massagem Capilar;blog;blogmassagemcapilar;www.natura.com.br/blog/cabelo/massagem-capilar-veja-quais-sao-os-beneficios-e-como-fazer;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Mito ou verdade lavar os cabelos todos os dias faz mal;blog;blogcabelomitoouverdade;www.natura.com.br/blog/cabelo/mito-ou-verdade-lavar-o-cabelo-todo-dia-faz-mal;;;;;;;;;;;;;;;;;;;;;;;;;
Novo Coronavírus: formas de transmissão do vírus;blog;blognovocoronavirus;www.natura.com.br/blog/cuidar-da-rede-de-relacoes/novo-coronavirus-formas-de-transmissao-do-virus-e-cuidados-no-mercado;;;;;;;;;;;;;;;;;;;;;;;;;
Como fazer as unhas em casa;blog;blogcomofazerasunhasemcasa;www.natura.com.br/blog/maquiagem/como-fazer-unhas-em-casa;;;;;;;;;;;;;;;;;;;;;;;;;
Blog LP Mulher Maravilha 1;Mulher maravilha;blog1lpmulhermaravilha;www.natura.com.br/blog/cabelo/mito-ou-verdade-lavar-o-cabelo-todo-dia-faz-mal;;;;;;;;;;;;;;;;;;;;;;;;;
Blog LP Mulher Maravilha 2;Mulher maravilha;blog2lpmulhermaravilha;www.natura.com.br/blog/pele/como-fechar-os-poros-do-rosto;;;;;;;;;;;;;;;;;;;;;;;;;
Blog LP Meryl Streep 1;meryl streep;blog1merylstreep;www.natura.com.br/blog/cabelo/por-que-os-cabelos-ficam-brancos;;;;;;;;;;;;;;;;;;;;;;;;;
Blog LP Meryl Streep 2;meryl streep;blog2merylstreep;www.natura.com.br/blog/pele/como-passar-creme-no-rosto-corretamente-e-evitar-desperdicios;;;;;;;;;;;;;;;;;;;;;;;;;
Blog LP Penepole Cheirosa 1;penelope cheirosa;blog1penelopecheirosa;www.natura.com.br/blog/perfumaria/como-combinar-fragrancias-faca-a-escolha-perfeita-para-sua-pele;;;;;;;;;;;;;;;;;;;;;;;;;
Blog LP Penepole Cheirosa 2;penelope cheirosa;blog2penelopecheirosa;www.natura.com.br/blog/cabelo/nutricao-capilar-o-que-e-e-como-fazer;;;;;;;;;;;;;;;;;;;;;;;;;
Blog LP Mulher Elastica 1;mulher elastica;blog1lpmulhermaravilha;www.natura.com.br/blog/pele/tratamento-para-flacidez-o-que-fazer-para-manter-a-firmeza-da-pele;;;;;;;;;;;;;;;;;;;;;;;;;
Blog LP Mulher Elastica 2;mulher elastica;blog2lpmulhermaravilha;www.natura.com.br/blog/pele/protetor-solar-infantil-veja-como-proteger-a-pele-das-criancas;;;;;;;;;;;;;;;;;;;;;;;;;
COMO LIMPAR PINCÉIS DE MAQUIAGEM;blog;blogcomolimparpinceis;www.natura.com.br/blog/maquiagem/como-limpar-pinceis-de-maquiagem;;;;;;;;;;;;;;;;;;;;;;;;;
COMO SE PREVENIR DO CORONAVÍRUS AO CHEGAR EM CASA;blog;blogprevencaocorona;www.natura.com.br/blog/saude-e-bem-estar/como-se-prevenir-do-coronavirus-ao-chegar-em-casa;;;;;;;;;;;;;;;;;;;;;;;;;
Itens essenciais de maquiagem;blog;blogitensessenciasdemaquiagem;www.natura.com.br/blog/maquiagem/5-itens-essenciais-de-maquiagem-para-ter-no-necessaire;;;;;;;;;;;;;;;;;;;;;;;;;
Skincare e música;blog;blogskincareemusica;www.natura.com.br/blog/maquiagem/skincare-e-musica-essa-combinacao-e-um-gesto-de-autocuidado;;;;;;;;;;;;;;;;;;;;;;;;;
Novo coronavírus: como falar sobre a pandemia com as criancas;blog;blognovocoronaviruscomofalar;www.natura.com.br/blog/familia/novo-coronavirus-como-falar-sobre-a-pandemia-com-as-criancas;;;;;;;;;;;;;;;;;;;;;;;;;
Essencial: fragrâncias são feitas com ingredientes nobres;blog;blogessencialfragrâncias;www.natura.com.br/blog/perfumaria/essencial-fragrancias-sao-feitas-com-ingredientes-nobres-da-perfumaria;;;;;;;;;;;;;;;;;;;;;;;;;
Refil: três benefícios dessa alternativa como embalagem de cosmético;blog;blogrefil;www.natura.com.br/blog/sustentabilidade/refil-tres-beneficios-dessa-alternativa-como-embalagem-de-cosmetico;;;;;;;;;;;;;;;;;;;;;;;;;
Presentes;blog;blogpresentes;www.natura.com.br/blog/perfumaria/presentes-que-proporcionam-experiencias-sao-um-gesto-de-carinho;;;;;;;;;;;;;;;;;;;;;;;;;
Dia dos namorados;blog;blogdiadosnamorados;www.natura.com.br/blog/mais-natura/dia-dos-namorados-22-sugestoes-de-presentes-para-todos-os-signos;;;;;;;;;;;;;;;;;;;;;;;;;
Sono do bebê;blog;blogsonodobebe;www.natura.com.br/blog/familia/sono-do-bebe-5-dicas-para-organizar-uma-rotina;;;;;;;;;;;;;;;;;;;;;;;;;
Blog geral;blog;bloggeral;www.natura.com.br/blog;;;;;;;;;;;;;;;;;;;;;;;;;
rotina essencial cuidados;blog;blogessencialcuidados;www.natura.com.br/blog/pele/conheca-a-rotina-essencial-de-cuidados-com-o-corpo;;;;;;;;;;;;;;;;;;;;;;;;;
cuidados com a pele em cada fase;blog;blogcuidadoscomapelefase;www.natura.com.br/blog/pele/cuidados-com-a-pele-em-cada-fase-da-vida;;;;;;;;;;;;;;;;;;;;;;;;;
hidratante para cada parte do corpo;blog;bloghidratanteparacadaparte;www.natura.com.br/blog/pele/o-hidratante-certo-para-cada-parte-do-corpo;;;;;;;;;;;;;;;;;;;;;;;;;
Blog oleo de banho mito ou verdade;blog;blogoleodebanhomitoverdade;www.natura.com.br/blog/pele/oleo-de-banho-e-aliado-da-hidratacao-veja-mitos-e-verdades;;;;;;;;;;;;;;;;;;;;;;;;;
Blog fragrancia e ocasiao;blog;blogfragranciaseocasioes;www.natura.com.br/blog/perfumaria/fragrancias-para-ocasioes-especiais-conheca-as-nossas-opcoes;;;;;;;;;;;;;;;;;;;;;;;;;
blog skincare e maquiagem;blog;blogskincareemaquiagem;www.natura.com.br/blog/pele/skincare-e-maquiagem-entenda-como-a-rotina-de-cuidados-influencia-no-resultado-da-make;;;;;;;;;;;;;;;;;;;;;;;;;
Blog creme antissinais;blog;blogcremeantissinais;www.natura.com.br/blog/pele/creme-antissinais-como-escolher-o-melhor-para-cada-faixa-etaria;;;;;;;;;;;;;;;;;;;;;;;;;
Blog maquiagem na quarentena;blog;blogmaquiagemnaquarentena;www.natura.com.br/blog/maquiagem/maquiagem-na-quarentena-5-dicas-para-colocar-em-pratica-no-isolamento;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Diário da gratidão;blog;blogdiariodagratidao;www.natura.com.br/blog/saude-e-bem-estar/diario-da-gratidao-como-escrever-pode-ajudar-a-enfrentar-a-pandemia;;;;;;;;;;;;;;;;;;;;;;;;;
Blog maquigem para chamada de vídeo;blog;blogmaquiagemparachamadadevideo;www.natura.com.br/blog/maquiagem/maquiagem-para-chamada-de-video-6-dicas-infaliveis;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Balm: produtos e dicas de como hidratar a barba;blog;blogbalm;www.natura.com.br/blog/homem/balm-produtos-e-dicas-de-como-hidratar-a-barba;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Como hidratar o cabelo masculino;blog;bloghidratacaocabelomasculino;www.natura.com.br/blog/homem/como-hidratar-o-cabelo-masculino;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Autoconhecimento;blog;blogautoconhecimento;www.natura.com.br/blog/saude-e-bem-estar/saude-mental-na-quarentena-como-exercitar-o-autoconhecimento-para-lidar-com-as-emocoes;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Franquia pertinho de você;blog;blogfranquianatura;www.natura.com.br/blog/incentivar-a-circulacao-da-economia/aqui-tem-natura-tem-sempre-uma-franquia-pertinho-de-voce;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Comprar maquiagem pela internet;blog;blogcomprarmaquiageminternet;www.natura.com.br/blog/maquiagem/como-comprar-maquiagem-pela-internet-sem-erro;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Como cuidar de si e do outro na quarentena;blog;blogcomocuidardesiedooutro;www.natura.com.br/blog/saude-e-bem-estar/esta-em-casa-veja-produtos-para-rituais-de-relaxamento-e-bem-estar;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Como apoiar o aprendizado do filho;blog;blogcomoapoiaroaprendizado;www.natura.com.br/blog/familia/como-apoiar-o-aprendizado-e-o-desenvolvimento-dos-filhos-durante-a-quarentena;;;;;;;;;;;;;;;;;;;;;;;;;
Blog rituais de relaxamento em casa;blog;blogrituaisemcasa;www.natura.com.br/blog/saude-e-bem-estar/esta-em-casa-veja-produtos-para-rituais-de-relaxamento-e-bem-estar;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Finalizador de cabelo;blog;blogfinalizadordecabelo;www.natura.com.br/blog/cabelo/finalizador-de-cabelo-veja-como-usar-e-completar-o-look;;;;;;;;;;;;;;;;;;;;;;;;;
Blog hidratação das mãos;blog;bloghidratacaodasmaos;www.natura.com.br/blog/pele/hidratacao-das-maos-tire-suas-duvidas-com-dermatologistas;;;;;;;;;;;;;;;;;;;;;;;;;
Blog drenagem facial;blog;blogdrenagemfacial;www.natura.com.br/blog/saude-e-bem-estar/drenagem-facial-veja-o-passo-a-passo-para-fazer-em-casa;;;;;;;;;;;;;;;;;;;;;;;;;
Blog fragrancias masculinas;blog;blogfragranciasmasculinas;www.natura.com.br/blog/perfumaria/fragrancias-masculinas-para-ocasioes-especiais-escolha-a-sua;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Inverno é tempo de se cuidar;blog;bloginvernoetempodesecuidar;www.natura.com.br/blog/saude-e-bem-estar/inverno-e-tempo-de-se-cuidar-veja-dicas-para-o-corpo-e-a-mente?consultoria=dansantos;;;;;;;;;;;;;;;;;;;;;;;;;
Blog como e onde guardar o perfume;blog;blogcomoguardaroperfume;www.natura.com.br/blog/perfumaria/como-e-onde-voce-guarda-o-seu-perfume-preferido;;;;;;;;;;;;;;;;;;;;;;;;;
Blog oleo de banho mito ou verdade;blog;blogoleodebanhomitoverdade;www.natura.com.br/blog/pele/oleo-de-banho-e-aliado-da-hidratacao-veja-mitos-e-verdades-sobre-o-produto;;;;;;;;;;;;;;;;;;;;;;;;;
Blog amazonia ekos;blog;blogamazoniaekos;www.natura.com.br/blog/sustentabilidade/amazoniaekos;;;;;;;;;;;;;;;;;;;;;;;;;
Blog como cuidar do cabelo na quarentena;blog;blogcomocuidardocabelo;www.natura.com.br/blog/cabelo/como-cuidar-do-cabelo-fios-hidratados-e-saudaveis-na-quarentena;;;;;;;;;;;;;;;;;;;;;;;;;
Blog dia dos pais: veja presentes que são um convite;blog;blogdiadospais;www.natura.com.br/blog/mais-natura/dia-dos-pais-veja-presentes-que-sao-um-convite-ao-autocuidado;;;;;;;;;;;;;;;;;;;;;;;;;
Blog presente de dia dos pais para diferentes estilos;blog;blogdiadospais;www.natura.com.br/blog/mais-natura/presentes-de-dia-dos-pais-para-diferentes-estilos-pratico-moderno-e-sofisticado;;;;;;;;;;;;;;;;;;;;;;;;;
Blog dia dos pais: presentes a partir de R$27,90;blog;blogdiadospais;www.natura.com.br/blog/mais-natura/dia-dos-pais-presentes-a-partir-de-r-27-90;;;;;;;;;;;;;;;;;;;;;;;;;
Blog família kaiak;blog;blogfamiliakaiak;www.natura.com.br/blog/perfumaria/familia-kaiak-encontre-a-fragrancia-refrescante-perfeita-para-voce;;;;;;;;;;;;;;;;;;;;;;;;;
Blog guia do autoabraço;blog;blogautoabraco;www.natura.com.br/blog/saude-e-bem-estar/guia-do-autoabraco-como-reinventar-demonstracoes-de-carinho;;;;;;;;;;;;;;;;;;;;;;;;;
Blog conheça a família de fragrâncias chipre;blog;blogconheçaafamília;www.natura.com.br/blog/perfumaria/luna-conheca-a-familia-de-fragrancias-chipre-da-natura;;;;;;;;;;;;;;;;;;;;;;;;;
Blog guia autoabraço;blog;blogguiaautoabraço;www.natura.com.br/blog/saude-e-bem-estar/guia-do-autoabraco-como-reinventar-demonstracoes-de-carinho;;;;;;;;;;;;;;;;;;;;;;;;;
Blog presentes com causa;blog;blogpresentescomcausa;www.natura.com.br/blog/presentes/presentes-com-causas-faca-escolhas-mais-conscientes;;;;;;;;;;;;;;;;;;;;;;;;;
